基金代码,基金简称,基金类型,资产规模(亿),基金管理人,基金净值,基金经理(最近连续最长任职),基金经理的上任时间,近三年标准差,近三年夏普,近三年涨幅,近五年涨幅
000532,景顺长城优势企业混合A,混合型-偏股,2.09,景顺长城基金,2.9060,邓敬东,2022-07-07,19.77%,-0.74,-34.53%,37.20%
000652,博时裕隆灵活配置混合A,混合型-灵活,13.03,博时基金,2.9010,陈鹏扬,2015-08-24,17.34%,-0.82,-33.42%,23.18%
014061,浦银安盛新兴产业混合C,混合型-灵活,0.19,浦银安盛基金,2.8996,李浩玄,2023-03-03,None,None,None,None
015182,汇添富逆向投资混合D,混合型-偏股,0.01,汇添富基金,2.8960,董超,2022-03-07,None,None,None,None
005856,中科沃土沃瑞混合C,混合型-灵活,0.24,中科沃土基金,2.8902,徐伟,2022-03-01,17.33%,-0.13,-2.02%,175.41%
002170,东吴移动互联混合C,混合型-灵活,13.68,东吴基金,2.8901,刘元海,2016-04-27,33.87%,0.34,44.46%,224.37%
160133,南方天元新产业股票(LOF),股票型,10.02,南方基金,2.8864,蒋秋洁,2015-06-16,16.30%,-0.99,-37.66%,18.83%
161611,融通内需驱动混合A,混合型-偏股,22.43,融通基金,2.8850,范琨,2020-02-05,16.13%,0.37,23.93%,196.51%
010026,广发聚瑞混合C,混合型-偏股,0.22,广发基金,2.8833,费逸,2020-09-25,23.77%,-0.82,-44.75%,None
007574,宝盈新价值混合C,混合型-灵活,9.45,宝盈基金,2.8810,杨思亮,2020-04-09,16.05%,0.13,10.89%,96.92%
015181,汇添富逆向投资混合C,混合型-偏股,0.20,汇添富基金,2.8780,董超,2022-03-07,None,None,None,None
017170,景顺长城优势企业混合C,混合型-偏股,0.21,景顺长城基金,2.8770,邓敬东,2022-11-16,None,None,None,None
001387,国联新经济混合A,混合型-灵活,2.44,国联基金,2.8670,甘传琦,2020-03-09,25.21%,-0.49,-28.93%,76.06%
013410,博时裕隆灵活配置混合C,混合型-灵活,0.00,博时基金,2.8640,陈鹏扬,2021-08-31,None,None,None,None
007887,东方红启元三年持有混合B,混合型-灵活,16.33,东方红资产管理,2.8553,傅奕翔,2022-09-07,18.70%,-1.07,-45.85%,None
000529,广发竞争优势混合A,混合型-灵活,6.04,广发基金,2.8520,吴兴武,2022-11-04,21.61%,-0.74,-37.26%,43.24%
398061,中海消费混合A,混合型-偏股,2.52,中海基金,2.8500,姚晨曦,2015-04-17,21.70%,-1.07,-51.93%,4.66%
014109,融通内需驱动混合C,混合型-偏股,10.62,融通基金,2.8480,范琨,2021-11-12,None,None,None,None
040015,华安动态灵活配置混合A,混合型-灵活,9.81,华安基金,2.8460,蒋璆,2015-06-16,23.83%,-0.40,-22.43%,96.14%
017915,中海消费混合C,混合型-偏股,0.00,中海基金,2.8430,姚晨曦,2023-03-06,None,None,None,None
005661,嘉实资源精选股票C,股票型,3.98,嘉实基金,2.8364,刘杰,2024-03-23,21.69%,0.12,12.91%,156.97%
000751,嘉实新兴产业股票,股票型,54.64,嘉实基金,2.8210,归凯,2018-12-04,19.43%,-1.17,-50.99%,12.98%
910007,东方红启元三年持有混合A,混合型-灵活,4.62,东方红资产管理,2.8161,傅奕翔,2022-09-07,18.70%,-1.08,-46.34%,None
011755,广发竞争优势混合C,混合型-灵活,0.19,广发基金,2.8154,吴兴武,2022-11-04,21.61%,-0.75,-38.01%,None
001410,信澳新能源产业股票,股票型,66.91,信达澳亚基金,2.8150,冯明远,2016-10-19,26.62%,-0.62,-38.47%,81.97%
240001,华宝宝康消费品,混合型-平衡,9.37,华宝基金,2.8141,汤慧,2021-12-30,14.27%,-1.18,-39.39%,18.46%
000747,广发逆向策略混合A,混合型-灵活,1.25,广发基金,2.8110,程琨,2014-09-04,17.25%,-0.27,-9.08%,59.53%
000756,建信潜力新蓝筹股票A,股票型,11.61,建信基金,2.8070,周智硕,2020-09-18,22.31%,-0.08,-0.95%,110.26%
180018,银华和谐主题混合,混合型-灵活,2.58,银华基金,2.8030,唐能,2015-05-25,17.48%,-1.06,-42.96%,17.48%
013619,华安动态灵活配置混合C,混合型-灵活,0.37,华安基金,2.8000,蒋璆,2021-10-18,None,None,None,None
014967,建信潜力新蓝筹股票C,股票型,0.57,建信基金,2.7790,周智硕,2022-01-25,None,None,None,None
011758,广发逆向策略混合C,混合型-灵活,0.51,广发基金,2.7738,程琨,2021-03-18,17.25%,-0.29,-10.17%,None
080005,长盛量化红利混合A,混合型-偏股,4.24,长盛基金,2.7685,王宁,2021-08-26,12.95%,0.32,18.01%,114.45%
020649,诺安中小盘精选混合D,混合型-偏股,0.00,诺安基金,2.7680,韩冬燕,2024-02-23,None,None,None,None
530020,建信转债增强债券A,债券型-混合二级,0.41,建信基金,2.7670,牛兴华,2021-01-25,14.21%,-0.24,-5.53%,19.06%
320011,诺安中小盘精选混合A,混合型-偏股,9.66,诺安基金,2.7660,韩冬燕,2016-09-13,14.98%,-0.23,-5.66%,42.06%
020155,长盛量化红利混合C,混合型-偏股,0.36,长盛基金,2.7630,王宁,2023-12-04,None,None,None,None
020648,诺安中小盘精选混合C,混合型-偏股,0.00,诺安基金,2.7630,韩冬燕,2024-02-23,None,None,None,None
000263,工银信息产业混合A,混合型-偏股,9.67,工银瑞信基金,2.7570,单文,2017-07-25,17.33%,-1.01,-40.61%,77.76%
320006,诺安灵活配置混合,混合型-灵活,7.70,诺安基金,2.7500,张强,2017-03-04,22.60%,-0.48,-25.55%,35.00%
481017,工银量化策略混合A,混合型-偏股,1.31,工银瑞信基金,2.7390,张乐涛,2022-02-18,16.99%,-0.84,-33.57%,51.57%
340007,兴全社会责任混合,混合型-偏股,28.03,兴证全球基金,2.7320,季文华,2019-04-02,23.14%,-1.10,-56.10%,-15.60%
519778,交银经济新动力混合A,混合型-灵活,28.11,交银施罗德基金,2.7291,郭斐,2018-06-02,15.02%,-0.53,-18.26%,94.99%
002943,广发多因子混合,混合型-灵活,110.81,广发基金,2.7155,唐晓斌,2018-06-25,19.20%,-0.24,-8.98%,148.28%
011474,工银信息产业混合C,混合型-偏股,0.09,工银瑞信基金,2.7100,单文,2021-02-05,17.34%,-1.03,-41.53%,None
002252,融通成长30灵活配置混合A,混合型-灵活,6.32,融通基金,2.7060,范琨,2021-07-20,15.75%,0.34,22.22%,156.49%
000522,华润元大信息传媒科技混合A,混合型-偏股,1.75,华润元大基金,2.6976,刘宏毅,2019-02-14,31.51%,-0.09,-3.90%,109.60%
000242,景顺长城策略精选灵活配置混合A,混合型-灵活,47.57,景顺长城基金,2.6930,张靖,2014-10-25,18.34%,-0.09,-0.63%,131.76%
019089,华润元大信息传媒科技混合C,混合型-偏股,0.11,华润元大基金,2.6886,刘宏毅,2023-08-15,None,None,None,None
014096,交银经济新动力混合C,混合型-灵活,0.11,交银施罗德基金,2.6869,郭斐,2021-11-19,None,None,None,None
660005,农银中小盘混合,混合型-偏股,5.29,农银汇理基金,2.6865,徐文卉,2017-05-16,19.57%,-0.81,-37.34%,38.74%
001736,圆信永丰优加生活,股票型,39.11,圆信永丰基金,2.6853,陈臣,2024-04-03,15.90%,-0.48,-17.20%,83.67%
000778,鹏华先进制造股票,股票型,2.68,鹏华基金,2.6840,袁航,2014-11-04,17.82%,-0.43,-17.47%,68.49%
012241,工银量化策略混合C,混合型-偏股,0.01,工银瑞信基金,2.6840,张乐涛,2022-02-18,16.98%,-0.87,-34.81%,None
000020,景顺长城品质投资混合A,混合型-偏股,3.95,景顺长城基金,2.6810,詹成,2015-12-29,19.48%,-0.81,-36.96%,34.05%
000513,富国高端制造行业股票A,股票型,5.73,富国基金,2.6800,毕天宇,2014-06-20,19.93%,-0.64,-30.30%,55.27%
519656,银河灵活配置混合A,混合型-灵活,0.34,银河基金,2.6741,石磊,2019-04-22,13.35%,-0.63,-19.24%,40.59%
016906,景顺长城品质投资混合C,混合型-偏股,0.01,景顺长城基金,2.6740,詹成,2022-10-19,None,None,None,None
014106,融通成长30灵活配置混合C,混合型-灵活,10.03,融通基金,2.6730,范琨,2021-11-12,None,None,None,None
217013,招商中小盘混合,混合型-偏股,1.89,招商基金,2.6720,韩冰,2015-05-05,17.20%,-0.88,-35.72%,83.90%
160919,大成产业升级股票(LOF)A,股票型,5.40,大成基金,2.6670,王晶晶,2022-12-14,18.47%,-0.07,0.57%,116.48%
017167,景顺长城策略精选灵活配置混合C,混合型-灵活,19.92,景顺长城基金,2.6670,张靖,2022-11-16,None,None,None,None
270041,广发消费品精选混合A,混合型-偏股,2.88,广发基金,2.6660,林英睿,2024-03-29,17.66%,-1.06,-43.42%,-6.09%
019206,大成产业升级股票(LOF)C,股票型,1.94,大成基金,2.6564,王晶晶,2023-09-01,None,None,None,None
000803,工银研究精选股票,股票型,1.38,工银瑞信基金,2.6490,宋炳珅,2014-10-23,19.56%,-0.40,-17.94%,99.77%
531020,建信转债增强债券C,债券型-混合二级,0.47,建信基金,2.6480,牛兴华,2021-01-25,14.19%,-0.26,-6.53%,16.91%
001528,诺安先进制造股票A,股票型,4.02,诺安基金,2.6440,韩冬燕,2015-11-05,15.10%,-0.03,3.12%,77.69%
519677,银河定投宝,指数型-股票,3.31,银河基金,2.6430,黄栋,2023-11-29,16.48%,0.02,5.72%,69.75%
014930,富国高端制造行业股票C,股票型,0.09,富国基金,2.6420,毕天宇,2022-01-25,None,None,None,None
206007,鹏华消费优选混合,混合型-偏股,4.99,鹏华基金,2.6370,蒋鑫,2023-03-04,16.57%,-1.25,-47.34%,4.89%
660001,农银行业成长混合,混合型-偏股,12.86,农银汇理基金,2.6363,陈富权,2021-02-09,17.42%,-0.68,-27.78%,32.97%
161810,银华内需精选混合(LOF),混合型-偏股,18.56,银华基金,2.6360,刘辉,2017-03-15,22.21%,-0.20,-8.38%,60.83%
019607,诺安先进制造股票C,股票型,0.76,诺安基金,2.6360,韩冬燕,2023-09-27,None,None,None,None
001717,工银前沿医疗股票A,股票型,108.53,工银瑞信基金,2.6330,赵蓓,2016-02-03,23.47%,-0.83,-44.95%,68.03%
550016,中信保诚至远动力混合C,混合型-偏股,1.28,中信保诚基金,2.6312,王睿,2019-10-25,18.29%,-0.80,-34.27%,76.13%
001532,华安文体健康混合A,混合型-灵活,23.18,华安基金,2.6300,刘畅畅,2020-01-08,20.79%,-0.45,-21.94%,116.82%
003304,前海开源沪港深核心资源混合A,混合型-灵活,3.52,前海开源基金,2.6270,吴国清,2016-10-17,26.15%,0.15,17.33%,104.28%
010022,广发消费品精选混合C,混合型-偏股,0.10,广发基金,2.6270,林英睿,2024-03-29,19.64%,-0.97,-44.09%,None
110015,易方达行业领先混合,混合型-偏股,11.87,易方达基金,2.6250,冯波,2009-12-31,18.19%,-0.95,-40.34%,21.81%
340008,兴全有机增长混合,混合型-灵活,15.04,兴证全球基金,2.6238,钱鑫,2020-12-09,16.57%,-0.98,-37.90%,8.52%
481015,工银主题策略混合A,混合型-偏股,6.12,工银瑞信基金,2.6230,林念,2022-08-01,29.41%,-0.72,-48.40%,41.48%
519712,交银阿尔法核心混合A,混合型-偏股,42.31,交银施罗德基金,2.6206,何帅,2015-09-16,19.58%,-0.67,-31.00%,20.49%
540003,汇丰晋信动态策略混合A,混合型-灵活,24.81,汇丰晋信基金,2.6110,陆彬,2020-05-09,21.82%,-0.81,-41.00%,38.16%
001651,工银新蓝筹股票A,股票型,3.58,工银瑞信基金,2.6070,盛震山,2023-10-13,14.32%,-0.14,-1.32%,81.17%
003305,前海开源沪港深核心资源混合C,混合型-灵活,2.20,前海开源基金,2.6040,吴国清,2016-10-17,26.16%,0.15,16.93%,103.12%
019569,明亚久安90天持有期债券C,债券型-长债,0.01,明亚基金,2.6026,何明,2023-10-24,None,None,None,None
310318,申万菱信沪深300指数增强A,指数型-股票,6.53,申万菱信基金,2.5955,刘敦,2019-04-18,15.54%,-0.77,-28.32%,12.22%
530016,建信恒稳价值混合,混合型-平衡,0.39,建信基金,2.5930,潘龙玲,2021-10-20,15.11%,-1.03,-36.38%,19.60%
001445,华安国企改革主题灵活配置混合A,混合型-灵活,4.56,华安基金,2.5930,陈媛,2022-08-05,17.54%,-0.65,-27.00%,62.16%
013116,华安文体健康混合C,混合型-灵活,2.25,华安基金,2.5930,刘畅畅,2021-08-23,None,None,None,None
001508,富国新动力灵活配置混合A,混合型-灵活,46.50,富国基金,2.5920,于洋,2017-10-25,14.21%,-0.68,-22.52%,89.27%
002340,富国价值优势混合,混合型-偏股,31.02,富国基金,2.5892,孙彬,2019-05-23,17.47%,-0.80,-33.11%,88.85%
001216,易方达新收益混合A,混合型-灵活,33.94,易方达基金,2.5890,张清华,2015-04-17,17.34%,-0.88,-35.99%,63.95%
003624,创金合信资源股票发起式A,股票型,3.41,创金合信基金,2.5885,李游,2016-11-02,25.71%,0.10,12.95%,184.29%
320021,诺安双利债券发起,债券型-混合二级,14.01,诺安基金,2.5880,潘飞,2022-06-17,3.47%,-0.24,1.97%,30.64%
013312,工银主题策略混合C,混合型-偏股,0.10,工银瑞信基金,2.5880,林念,2022-08-01,None,None,None,None
016335,汇丰晋信动态策略混合C,混合型-灵活,0.10,汇丰晋信基金,2.5856,陆彬,2022-08-01,None,None,None,None
163816,中银转债增强债券A,债券型-混合二级,4.27,中银基金,2.5852,范锐,2022-04-27,13.74%,-0.39,-10.98%,32.24%
013885,交银阿尔法核心混合C,混合型-偏股,1.61,交银施罗德基金,2.5805,何帅,2021-11-12,None,None,None,None
010685,工银前沿医疗股票C,股票型,18.87,工银瑞信基金,2.5770,赵蓓,2020-11-23,23.45%,-0.85,-45.95%,None
000967,华泰柏瑞创新动力混合,混合型-灵活,2.32,华泰柏瑞基金,2.5750,吴邦栋,2018-03-14,21.33%,-0.41,-20.13%,71.44%
011476,工银新蓝筹股票C,股票型,3.10,工银瑞信基金,2.5680,盛震山,2023-10-13,14.31%,-0.17,-2.73%,None
217027,招商央视财经50指数A,指数型-股票,6.30,招商基金,2.5672,侯昊,2017-09-05,14.89%,-0.49,-16.47%,24.28%
016290,华安国企改革主题灵活配置混合C,混合型-灵活,0.03,华安基金,2.5670,陈媛,2022-08-11,None,None,None,None
710001,富安达优势成长混合,混合型-偏股,6.80,富安达基金,2.5610,李守峰,2023-06-08,17.73%,-0.64,-26.57%,24.10%
519212,万家宏观择时多策略混合A,混合型-灵活,20.43,万家基金,2.5592,黄海,2020-09-23,28.80%,0.83,96.56%,113.71%
580008,东吴新产业精选股票A,股票型,1.44,东吴基金,2.5581,刘瑞,2018-03-08,21.76%,-0.60,-30.97%,33.30%
590003,中邮核心优势灵活配置混合A,混合型-灵活,16.37,中邮基金,2.5580,江刘玮,2023-06-28,26.66%,0.38,38.97%,156.20%
000612,华宝生态中国混合A,混合型-偏股,7.21,华宝基金,2.5580,夏林锋,2015-02-17,22.28%,-0.64,-33.78%,38.95%
021218,中邮核心优势灵活配置混合C,混合型-灵活,None,中邮基金,2.5570,江刘玮,2024-04-11,None,None,None,None
202101,南方宝元债券A,债券型-混合二级,68.55,南方基金,2.5533,林乐峰,2016-03-30,4.68%,-0.24,1.19%,22.38%
019568,明亚久安90天持有期债券A,债券型-长债,0.62,明亚基金,2.5527,何明,2023-10-24,None,None,None,None
017787,万家宏观择时多策略混合C,混合型-灵活,4.21,万家基金,2.5415,黄海,2023-01-17,None,None,None,None
000587,大成灵活配置混合A,混合型-灵活,0.82,大成基金,2.5380,王磊,2017-06-09,19.29%,-0.55,-25.11%,56.09%
000127,农银行业领先混合,混合型-偏股,7.95,农银汇理基金,2.5359,张峰,2015-09-17,15.66%,-0.86,-31.96%,29.88%
006533,易方达科融混合,混合型-偏股,15.45,易方达基金,2.5341,刘健维,2020-06-06,24.78%,-0.04,1.77%,153.51%
016462,华宝生态中国混合C,混合型-偏股,0.65,华宝基金,2.5310,夏林锋,2022-08-17,None,None,None,None
019222,大成灵活配置混合C,混合型-灵活,0.00,大成基金,2.5290,王磊,2023-10-18,None,None,None,None
519918,华夏兴和混合A,混合型-灵活,13.72,华夏基金,2.5270,李彦,2020-06-12,27.45%,-0.34,-21.47%,78.59%
011470,东吴新产业精选股票C,股票型,1.28,东吴基金,2.5268,刘瑞,2021-02-02,21.76%,-0.62,-31.77%,None
160624,鹏华消费领先混合,混合型-灵活,2.33,鹏华基金,2.5260,孟昊,2018-11-17,21.85%,-0.82,-41.50%,38.41%
001716,工银新趋势灵活配置混合A,混合型-灵活,2.41,工银瑞信基金,2.5230,何肖颉,2015-12-29,18.50%,-0.63,-27.37%,102.65%
860009,光大阳光稳健增长混合A,混合型-平衡,3.87,上海光大证券资产管理,2.5214,饶于晨,2024-06-26,7.12%,-0.96,-15.20%,None
001473,建信大安全战略精选股票,股票型,3.76,建信基金,2.5201,王东杰,2015-07-29,15.01%,-0.59,-20.35%,73.12%
001714,工银文体产业股票A,股票型,53.95,工银瑞信基金,2.5190,修世宇,2022-11-18,16.36%,-0.81,-31.16%,68.95%
005669,前海开源公用事业股票,股票型,115.13,前海开源基金,2.5129,崔宸龙,2020-07-20,26.94%,-0.05,0.69%,141.83%
550009,中信保诚中小盘混合A,混合型-偏股,2.39,中信保诚基金,2.5126,孙浩中,2021-08-30,27.80%,-0.55,-35.79%,124.26%
001217,易方达新收益混合C,混合型-灵活,9.77,易方达基金,2.5090,张清华,2015-04-17,17.35%,-0.89,-36.38%,62.24%
017766,华夏兴和混合C,混合型-灵活,0.33,华夏基金,2.5060,李彦,2023-01-19,None,None,None,None
487021,工银优质精选混合A,混合型-灵活,3.71,工银瑞信基金,2.5010,胡志利,2017-01-25,16.07%,-0.91,-34.29%,51.48%
019636,富国研究精选灵活配置混合D,混合型-灵活,11.51,富国基金,2.5000,刘莉莉,2023-10-20,None,None,None,None
000880,富国研究精选灵活配置混合A,混合型-灵活,11.13,富国基金,2.4990,刘莉莉,2019-02-01,17.14%,0.06,7.90%,74.27%
004410,招商央视财经50指数C,指数型-股票,0.35,招商基金,2.4958,侯昊,2017-09-05,14.89%,-0.52,-17.47%,21.78%
519657,银河灵活配置混合C,混合型-灵活,0.26,银河基金,2.4942,石磊,2019-04-22,13.34%,-0.68,-21.17%,35.11%
160211,国泰中小盘成长混合(LOF),混合型-偏股,5.24,国泰基金,2.4940,姜英,2022-03-01,20.08%,-0.97,-44.65%,22.50%
910028,东方红内需增长混合A,混合型-偏股,5.24,东方红资产管理,2.4925,李竞,2021-06-01,22.80%,-0.72,-38.28%,None
003625,创金合信资源股票发起式C,股票型,2.76,创金合信基金,2.4888,李游,2016-11-02,25.71%,0.08,11.27%,179.58%
018222,工银优质精选混合C,混合型-灵活,0.01,工银瑞信基金,2.4870,胡志利,2023-04-03,None,None,None,None
016256,中信保诚中小盘混合C,混合型-偏股,0.01,中信保诚基金,2.4805,孙浩中,2022-07-15,None,None,None,None
163412,兴全轻资产混合(LOF),混合型-偏股,35.82,兴证全球基金,2.4790,董理,2017-11-23,18.16%,-0.80,-34.09%,12.97%
005161,华商上游产业股票A,股票型,2.71,华商基金,2.4751,张文龙,2023-08-04,21.98%,0.53,45.20%,162.08%
001510,富国新动力灵活配置混合C,混合型-灵活,12.28,富国基金,2.4750,于洋,2017-10-25,14.20%,-0.71,-23.68%,84.65%
000936,博时产业新动力混合A,混合型-灵活,4.69,博时基金,2.4730,蔡滨,2015-01-26,15.37%,-0.48,-16.65%,61.53%
016313,富国研究精选灵活配置混合C,混合型-灵活,29.75,富国基金,2.4720,刘莉莉,2022-08-23,None,None,None,None
860005,光大阳光添利债券A,债券型-混合二级,12.45,上海光大证券资产管理,2.4709,张丁,2019-11-26,5.56%,-0.19,1.35%,None
001832,易方达瑞恒灵活配置混合,混合型-灵活,31.43,易方达基金,2.4700,萧楠,2018-01-10,19.97%,-0.16,-4.71%,102.96%
006585,南方宝元债券C,债券型-混合二级,5.62,南方基金,2.4694,林乐峰,2018-12-07,4.67%,-0.37,-0.62%,18.77%
260112,景顺长城能源基建混合A,混合型-偏股,48.54,景顺长城基金,2.4680,鲍无可,2014-06-27,10.49%,1.12,45.18%,85.26%
010687,工银文体产业股票C,股票型,1.17,工银瑞信基金,2.4660,修世宇,2022-11-18,16.35%,-0.84,-32.40%,None
163817,中银转债增强债券B,债券型-混合二级,1.17,中银基金,2.4639,范锐,2022-04-27,13.74%,-0.41,-11.91%,29.88%
001883,中欧新动力混合(LOF)E,混合型-偏股,0.75,中欧基金,2.4596,王健,2016-11-03,16.77%,-0.76,-29.98%,43.79%
206012,鹏华价值精选股票,股票型,1.78,鹏华基金,2.4570,张鹏,2021-08-24,21.06%,-0.48,-23.77%,88.42%
